date,bookings,clicks,booking_rate,weekday,trend_7d,expected,resid_ratio,robust_z,is_anomaly,holiday
2013-10-10,3010.0,29083,0.0937899230361761,Thu,2942.3,3093.6,0.973,-0.76,False,
2013-10-11,2998.0,25915,0.1036903814892954,Fri,2934.4,2872.0,1.0439,1.24,False,
2013-10-12,1981.0,22207,0.0819001157598809,Sat,2914.6,2122.3,0.9334,-1.88,False,
2013-10-13,2283.0,25625,0.0818045005016482,Sun,2908.0,2462.6,0.9271,-2.06,False,
2013-10-14,3443.0,32788,0.0950291187104965,Mon,2931.1,3331.1,1.0336,0.95,False,
2013-10-15,3288.0,31034,0.0957986131344327,Tue,2917.6,3314.2,0.9921,-0.22,False,
2013-10-16,3353.0,31216,0.0969944169631751,Wed,2919.1,3295.8,1.0174,0.49,False,
2013-10-17,3172.0,28687,0.0995637025644245,Thu,2936.4,3087.5,1.0274,0.77,False,
2013-10-18,2903.0,24126,0.1074031595693514,Fri,2928.6,2866.3,1.0128,0.36,False,
2013-10-19,1992.0,22325,0.081917999753259,Sat,2894.0,2107.4,0.9453,-1.54,False,
2013-10-20,2404.0,27239,0.0810984043450393,Sun,2869.6,2430.1,0.9893,-0.3,False,
2013-10-21,3388.0,32190,0.0952273877115071,Mon,2835.7,3222.6,1.0513,1.45,False,
2013-10-22,3046.0,31082,0.0892522269104547,Tue,2808.7,3190.6,0.9547,-1.28,False,
2013-10-23,3182.0,31821,0.0909064937291089,Wed,2804.4,3166.3,1.005,0.14,False,
2013-10-24,2935.0,27933,0.0950822858623817,Thu,2787.3,2930.7,1.0015,0.04,False,
2013-10-25,2714.0,25019,0.0978617531460714,Fri,2786.4,2727.2,0.9952,-0.14,False,
2013-10-26,1962.0,23070,0.0783796740172579,Sat,2813.0,2048.4,0.9578,-1.19,False,
2013-10-27,2284.0,25856,0.0811656005685856,Sun,2791.3,2363.8,0.9662,-0.95,False,
2013-10-28,3382.0,31828,0.0960522578812837,Mon,2759.9,3136.4,1.0783,2.21,False,
2013-10-29,3232.0,31208,0.0938443670150987,Tue,2732.0,3103.4,1.0414,1.17,False,
2013-10-30,3030.0,27751,0.0984373477144992,Wed,2721.0,3072.1,0.9863,-0.39,False,
2013-10-31,2715.0,23125,0.1050696594427244,Thu,2700.0,2838.9,0.9564,-1.23,False,
2013-11-01,2519.0,21590,0.1044838027292712,Fri,2657.4,2600.9,0.9685,-0.89,False,
2013-11-02,1885.0,19963,0.0862779201757597,Sat,2643.1,1924.7,0.9794,-0.58,False,
2013-11-03,2137.0,25058,0.0785806214377643,Sun,2648.1,2242.6,0.9529,-1.33,False,
2013-11-04,3084.0,29164,0.0956338377573803,Mon,2659.0,3021.8,1.0206,0.58,False,
2013-11-05,3132.0,28027,0.1005167046439231,Tue,2685.3,3050.3,1.0268,0.75,False,
2013-11-06,3065.0,27465,0.1003930560104815,Wed,2700.1,3048.5,1.0054,0.15,False,
2013-11-07,2791.0,25444,0.098848946343191,Thu,2714.1,2853.8,0.978,-0.62,False,
2013-11-08,2703.0,23042,0.1049912604389201,Fri,2703.9,2646.3,1.0214,0.6,False,
2013-11-09,1989.0,20942,0.0867384762984606,Sat,2698.7,1965.1,1.0121,0.34,False,
2013-11-10,2235.0,24187,0.0845886004087502,Sun,2691.9,2279.6,0.9804,-0.55,False,
2013-11-11,3012.0,28075,0.0968893749798951,Mon,2694.0,3061.6,0.9838,-0.46,False,
2013-11-12,3096.0,28466,0.0980926430517711,Tue,2680.3,3044.7,1.0169,0.48,False,
2013-11-13,3017.0,28270,0.0964298270847316,Wed,2667.4,3011.6,1.0018,0.05,False,
2013-11-14,2806.0,25091,0.1005842922178012,Thu,2668.7,2806.0,1.0,0.0,False,
2013-11-15,2607.0,22311,0.1046231639778473,Fri,2669.7,2612.9,0.9977,-0.06,False,
2013-11-16,1899.0,20074,0.0864242479406544,Sat,2651.9,1931.0,0.9834,-0.47,False,
2013-11-17,2244.0,25706,0.0802862254025044,Sun,2625.1,2223.1,1.0094,0.27,False,
2013-11-18,3019.0,29181,0.0937577639751552,Mon,2601.7,2956.7,1.0211,0.59,False,
2013-11-19,2971.0,27484,0.0975537678542111,Tue,2571.4,2921.0,1.0171,0.48,False,
2013-11-20,2830.0,27008,0.0948454990280849,Wed,2569.0,2900.5,0.9757,-0.69,False,
2013-11-21,2642.0,24015,0.0991109277112953,Thu,2567.1,2699.2,0.9788,-0.6,False,
2013-11-22,2395.0,21778,0.0990774831423489,Fri,2561.6,2507.1,0.9553,-1.26,False,
2013-11-23,1882.0,20396,0.0844779603195978,Sat,2546.7,1854.5,1.0148,0.42,False,
2013-11-24,2231.0,24579,0.0832152182021633,Sun,2524.7,2138.0,1.0435,1.23,False,
2013-11-25,2980.0,27763,0.0969326350713983,Mon,2428.0,2759.3,1.08,2.26,False,
2013-11-26,2867.0,26445,0.097809770742358,Tue,2409.0,2736.5,1.0477,1.35,False,
2013-11-27,2676.0,24438,0.0986944014162425,Wed,2394.0,2702.9,0.9901,-0.28,False,
2013-11-28,1965.0,19310,0.0923619271445358,Thu,2397.3,2520.6,0.7796,-6.22,True,Thanksgiving
2013-11-29,2262.0,21243,0.0962348436502871,Fri,2448.1,2396.1,0.944,-1.58,False,Black Friday
2013-11-30,1777.0,19839,0.0822076239822353,Sat,2462.4,1793.1,0.991,-0.25,False,
2013-12-01,2254.0,25216,0.0820531488896978,Sun,2493.0,2111.2,1.0676,1.91,False,
2013-12-02,3336.0,30215,0.0994307174152782,Mon,2571.4,2922.3,1.1416,3.99,True,Cyber Monday
2013-12-03,2967.0,27212,0.0983133967328274,Tue,2636.4,2994.8,0.9907,-0.26,False,
2013-12-04,2890.0,26719,0.0976054577999932,Wed,2658.6,3001.6,0.9628,-1.05,False,
2013-12-05,2514.0,24911,0.0916681859617137,Thu,2667.9,2805.1,0.8962,-2.93,False,
2013-12-06,2717.0,23582,0.1033119130004943,Fri,2592.1,2537.0,1.071,2.0,False,
2013-12-07,1932.0,20793,0.085016501650165,Sat,2558.7,1863.2,1.0369,1.04,False,
2013-12-08,2319.0,24948,0.0850478600506106,Sun,2539.9,2150.9,1.0782,2.2,False,
2013-12-09,2806.0,27321,0.0931390447107246,Mon,2529.6,2874.7,0.9761,-0.67,False,
2013-12-10,2733.0,25577,0.0965383256799717,Tue,2477.6,2814.4,0.9711,-0.82,False,
2013-12-11,2758.0,25992,0.0959304347826087,Wed,2459.0,2776.3,0.9934,-0.19,False,
2013-12-12,2442.0,22879,0.0964416887168753,Thu,2447.0,2572.9,0.9491,-1.43,False,
2013-12-13,2353.0,21331,0.0993497719979733,Fri,2431.3,2379.6,0.9888,-0.31,False,
2013-12-14,1802.0,19481,0.0846685147770521,Sat,2410.1,1755.0,1.0268,0.76,False,
2013-12-15,2235.0,23012,0.0885253693508139,Sun,2390.7,2024.6,1.1039,2.93,False,
2013-12-16,2696.0,25902,0.0942723267361353,Mon,2403.9,2731.8,0.9869,-0.37,False,
2013-12-17,2585.0,26154,0.0899474581579038,Tue,2424.7,2754.4,0.9385,-1.73,False,
2013-12-18,2622.0,25402,0.0935626605766485,Wed,2427.4,2740.6,0.9567,-1.22,False,
2013-12-19,2534.0,23603,0.0969506829398936,Thu,2368.7,2490.6,1.0174,0.49,False,
2013-12-20,2499.0,21656,0.103456841233699,Fri,2323.4,2274.0,1.0989,2.79,False,
2013-12-21,1821.0,19525,0.0853087229457509,Sat,2207.9,1607.7,1.1327,3.74,True,
2013-12-22,1824.0,20514,0.0816545796400752,Sun,2053.0,1738.6,1.0491,1.39,False,
2013-12-23,2379.0,22678,0.0949435287544398,Mon,2027.1,2303.7,1.0327,0.92,False,
2013-12-24,1776.0,17046,0.094357666560408,Tue,2033.7,2310.2,0.7688,-6.52,True,Christmas Eve
2013-12-25,1538.0,17685,0.0800083233626385,Wed,2060.0,2325.8,0.6613,-9.55,True,Christmas Day
2013-12-26,2353.0,26366,0.0819318221386538,Thu,2109.7,2218.2,1.0607,1.71,False,
2013-12-27,2545.0,27148,0.0857104368032869,Fri,2165.6,2119.5,1.2008,5.66,True,
2013-12-28,2005.0,23992,0.0771242835711812,Sat,2213.7,1612.0,1.2438,6.88,True,
2013-12-29,2172.0,27431,0.0733709421342431,Sun,2304.3,1951.4,1.1131,3.19,False,
2013-12-30,2770.0,29610,0.0855466337245213,Mon,2413.1,2742.4,1.0101,0.28,False,
2013-12-31,2113.0,21073,0.0911325800051755,Tue,2486.7,2824.8,0.748,-7.11,True,New Year's Eve
2014-01-01,2172.0,26847,0.074847513697922,Wed,2535.9,2863.0,0.7586,-6.81,True,New Year's Day
2014-01-02,3115.0,32248,0.0880864180075219,Thu,2584.4,2717.4,1.1463,4.13,True,
2014-01-03,3060.0,31530,0.0884648742411101,Fri,2707.4,2649.8,1.1548,4.37,True,
2014-01-04,2349.0,27976,0.0774608408903544,Sat,2921.3,2127.2,1.1043,2.94,False,
2014-01-05,2512.0,32307,0.0721445187972084,Sun,3149.9,2667.4,0.9417,-1.64,False,
2014-01-06,3631.0,36241,0.0910664125200642,Mon,3229.0,3669.6,0.9895,-0.3,False,
2014-01-07,3610.0,38689,0.0853448072058441,Tue,3270.9,3715.5,0.9716,-0.8,False,
2014-01-08,3772.0,38576,0.0890715027864361,Wed,3304.3,3730.6,1.0111,0.31,False,
2014-01-09,3669.0,36876,0.0904920458749537,Thu,3358.3,3531.0,1.0391,1.1,False,
2014-01-10,3353.0,33882,0.0900496844366859,Fri,3385.9,3313.8,1.0118,0.33,False,
2014-01-11,2583.0,32028,0.0746294530640547,Sat,3438.3,2503.7,1.0317,0.89,False,
2014-01-12,2890.0,36119,0.074085467456228,Sun,3441.9,2914.7,0.9915,-0.24,False,
2014-01-13,3824.0,40334,0.0865981249150776,Mon,3438.7,3907.9,0.9785,-0.61,False,
2014-01-14,3977.0,40213,0.0899977370445802,Tue,3424.7,3890.3,1.0223,0.63,False,
2014-01-15,3797.0,38392,0.0899997629713906,Wed,3401.3,3840.1,0.9888,-0.32,False,
2014-01-16,3647.0,36317,0.0912571314182764,Thu,3380.1,3554.0,1.0262,0.74,False,
2014-01-17,3255.0,31945,0.0924715909090909,Fri,3372.4,3300.7,0.9862,-0.39,False,
2014-01-18,2419.0,30204,0.0741501394721515,Sat,3336.3,2429.4,0.9957,-0.12,False,
2014-01-19,2742.0,34377,0.0738705245292168,Sun,3305.1,2798.9,0.9797,-0.57,False,
2014-01-20,3770.0,39720,0.0866865946194527,Mon,3278.9,3726.2,1.0118,0.33,False,
2014-01-21,3724.0,38932,0.0873030757689422,Tue,3282.4,3728.7,0.9987,-0.04,False,
2014-01-22,3579.0,37467,0.0871948545534278,Wed,3287.7,3711.9,0.9642,-1.01,False,
2014-01-23,3463.0,35927,0.0879157146483879,Thu,3297.6,3467.2,0.9988,-0.03,False,
2014-01-24,3280.0,31683,0.0938134599433687,Fri,3266.6,3197.1,1.0259,0.73,False,
2014-01-25,2456.0,30474,0.0745824476161554,Sat,3256.4,2371.3,1.0357,1.01,False,
2014-01-26,2811.0,35491,0.0733904234765808,Sun,3262.9,2763.1,1.0173,0.49,False,
2014-01-27,3553.0,37496,0.0865550926940973,Mon,3246.7,3689.7,0.963,-1.04,False,
2014-01-28,3653.0,38331,0.0870093368902439,Tue,3216.9,3654.2,0.9997,-0.01,False,
2014-01-29,3624.0,37675,0.0877503087241821,Wed,3214.7,3629.5,0.9985,-0.04,False,
2014-01-30,3350.0,33017,0.0921164792256716,Thu,3194.7,3359.1,0.9973,-0.08,False,
2014-01-31,3071.0,30166,0.0923970274092126,Fri,3223.6,3155.0,0.9734,-0.75,False,
2014-02-01,2441.0,29320,0.0768552627436163,Sat,3247.6,2364.8,1.0322,0.91,False,
2014-02-02,2671.0,32802,0.0752967045358441,Sun,3254.3,2755.9,0.9692,-0.87,False,
2014-02-03,3755.0,37475,0.0910744603444094,Mon,3320.6,3773.6,0.9951,-0.14,False,
2014-02-04,3821.0,38507,0.0902712152712152,Tue,3404.3,3867.1,0.9881,-0.34,False,
2014-02-05,3671.0,37850,0.0884130921702271,Wed,3441.7,3885.8,0.9447,-1.56,False,
2014-02-06,3814.0,41320,0.0845039216555147,Thu,3498.7,3678.7,1.0368,1.04,False,
2014-02-07,3657.0,38394,0.0869658272098166,Fri,3519.0,3444.1,1.0618,1.74,False,
2014-02-08,2703.0,32128,0.077603284430536,Sat,3536.9,2575.5,1.0495,1.4,False,
2014-02-09,3070.0,37114,0.0763985665936691,Sun,3565.1,3019.1,1.0169,0.48,False,
2014-02-10,3897.0,40642,0.0874963515121578,Mon,3538.9,4021.7,0.969,-0.87,False,
2014-02-11,3946.0,40875,0.0880390888199727,Tue,3499.9,3975.7,0.9925,-0.21,False,
2014-02-12,3869.0,39298,0.0896286515162045,Wed,3491.1,3941.6,0.9816,-0.52,False,
2014-02-13,3630.0,36489,0.0904808195618036,Thu,3468.1,3646.6,0.9955,-0.13,False,
2014-02-14,3384.0,31049,0.0982778148868817,Fri,3452.3,3378.8,1.0015,0.04,False,
2014-02-15,2642.0,30704,0.0792298926407965,Sat,3432.7,2499.6,1.057,1.61,False,
2014-02-16,2909.0,34614,0.0775257841856994,Sun,3407.6,2885.7,1.0081,0.23,False,
2014-02-17,3786.0,40534,0.0854241877256317,Mon,3408.4,3873.5,0.9774,-0.64,False,
2014-02-18,3809.0,39589,0.0877690216138992,Tue,3389.7,3850.5,0.9892,-0.3,False,
2014-02-19,3693.0,36923,0.090924758715777,Wed,3371.4,3806.4,0.9702,-0.84,False,
2014-02-20,3636.0,35709,0.092413267251239,Thu,3363.3,3536.3,1.0282,0.8,False,
2014-02-21,3253.0,32477,0.0910439406661069,Fri,3397.7,3325.4,0.9782,-0.61,False,
2014-02-22,2514.0,29590,0.0783079990032394,Sat,3499.3,2548.1,0.9866,-0.38,False,
2014-02-23,2852.0,36365,0.072723563760614,Sun,3679.1,3115.7,0.9154,-2.39,False,
2014-02-24,4027.0,41533,0.088388937664618,Mon,3730.6,4239.6,0.9499,-1.41,False,
2014-02-25,4520.0,52783,0.0788789417657016,Tue,3747.9,4257.4,1.0617,1.74,False,
2014-02-26,4952.0,57775,0.0789452707765396,Wed,3779.4,4267.1,1.1605,4.53,True,
2014-02-27,3996.0,44170,0.0829630859942698,Thu,3818.0,4014.4,0.9954,-0.13,False,
2014-02-28,3374.0,32821,0.0932172952065202,Fri,3829.6,3748.1,0.9002,-2.82,False,
2014-03-01,2735.0,31668,0.0794988809115484,Sat,3777.0,2750.3,0.9944,-0.16,False,
2014-03-02,3122.0,37224,0.0773806573142319,Sun,3856.6,3265.9,0.9559,-1.24,False,
2014-03-03,4108.0,41063,0.0909433043324256,Mon,3992.3,4537.0,0.9054,-2.67,False,
2014-03-04,4152.0,41149,0.0916536058806648,Tue,4215.1,4788.2,0.8671,-3.75,True,
2014-03-05,5509.0,65108,0.0780123766231927,Wed,4327.3,4885.6,1.1276,3.6,True,
2014-03-06,4946.0,60567,0.07549646635019,Thu,4439.7,4668.1,1.0595,1.68,False,
2014-03-07,4934.0,55712,0.0813573854829667,Fri,4598.3,4500.5,1.0963,2.72,False,
2014-03-08,3520.0,44819,0.072819048801175,Sat,4677.0,3405.7,1.0336,0.95,False,
2014-03-09,3909.0,52150,0.0697301057814088,Sun,4630.1,3921.0,0.9969,-0.09,False,
2014-03-10,5218.0,60781,0.0790618039667267,Mon,4625.6,5256.7,0.9926,-0.21,False,
2014-03-11,4703.0,56408,0.0769583217424031,Tue,4564.3,5184.8,0.9071,-2.62,False,
2014-03-12,5181.0,61442,0.0777659366885309,Wed,4550.9,5138.0,1.0084,0.24,False,
2014-03-13,4914.0,56848,0.0795634856384184,Thu,4559.7,4794.3,1.025,0.7,False,
2014-03-14,4505.0,48345,0.0852412488174077,Fri,4570.1,4472.9,1.0072,0.2,False,
2014-03-15,3426.0,44531,0.0714389974352023,Sat,4608.7,3356.0,1.0209,0.59,False,
2014-03-16,3971.0,53636,0.0689325949971357,Sun,4596.3,3892.3,1.0202,0.57,False,
2014-03-17,5291.0,59345,0.081858407079646,Mon,4553.7,5175.0,1.0224,0.63,False,
2014-03-18,4973.0,59348,0.0773153402465757,Tue,4540.3,5157.5,0.9642,-1.01,False,
2014-03-19,5094.0,58027,0.0807021435021625,Wed,4530.3,5114.8,0.9959,-0.11,False,
2014-03-20,4616.0,51453,0.0823271326401398,Thu,4506.6,4738.4,0.9742,-0.73,False,
2014-03-21,4411.0,47047,0.0857203933304831,Fri,4485.7,4390.3,1.0047,0.13,False,
2014-03-22,3356.0,43169,0.0721332616872649,Sat,4459.4,3247.3,1.0335,0.94,False,
2014-03-23,3805.0,51075,0.0693330903790087,Sun,4493.1,3805.0,1.0,0.0,False,
2014-03-24,5145.0,58056,0.0814069397636113,Mon,4500.9,5114.9,1.0059,0.17,False,
2014-03-25,4789.0,57227,0.0772220072239422,Tue,4514.3,5128.0,0.9339,-1.86,False,
2014-03-26,5330.0,59631,0.0820492295377226,Wed,4501.7,5082.5,1.0487,1.37,False,
2014-03-27,4670.0,52448,0.081760565846143,Thu,4527.9,4760.8,0.9809,-0.54,False,
2014-03-28,4505.0,46935,0.0875777604976671,Fri,4542.4,4445.8,1.0133,0.38,False,
2014-03-29,3268.0,41306,0.0733162830349531,Sat,4620.1,3364.3,0.9714,-0.81,False,
2014-03-30,3988.0,50871,0.0726954556225961,Sun,4629.0,3920.1,1.0173,0.49,False,
2014-03-31,5247.0,57513,0.083604206500956,Mon,4699.1,5340.3,0.9825,-0.49,False,
2014-04-01,5333.0,56594,0.0861175254735414,Tue,4744.9,5389.9,0.9894,-0.3,False,
2014-04-02,5392.0,60798,0.0814624565644357,Wed,4787.4,5405.1,0.9976,-0.07,False,
2014-04-03,5161.0,55534,0.0850317159568333,Thu,4823.6,5071.7,1.0176,0.5,False,
2014-04-04,4825.0,51233,0.0860715687323843,Fri,4855.4,4752.1,1.0153,0.43,False,
2014-04-05,3566.0,43267,0.0761428906967309,Sat,4897.1,3566.0,1.0,0.0,False,
2014-04-06,4241.0,53865,0.0729872990741059,Sun,4921.1,4167.5,1.0176,0.5,False,
2014-04-07,5470.0,62831,0.0800866751584896,Mon,4897.4,5565.6,0.9828,-0.48,False,
2014-04-08,5625.0,62562,0.0824937304764837,Tue,4863.9,5525.1,1.0181,0.51,False,
2014-04-09,5560.0,63231,0.0808245264642177,Wed,4815.9,5437.2,1.0226,0.64,False,
2014-04-10,4995.0,55394,0.0827137392571494,Thu,4769.1,5014.5,0.9961,-0.11,False,
2014-04-11,4590.0,49021,0.0856167577549383,Fri,4766.9,4665.5,0.9838,-0.46,False,
2014-04-12,3230.0,39872,0.0749385179342025,Sat,4733.6,3446.9,0.9371,-1.77,False,
2014-04-13,3914.0,49897,0.0727360576833732,Sun,4725.1,4001.5,0.9781,-0.62,False,
2014-04-14,5454.0,60614,0.082551310770721,Mon,4709.0,5351.5,1.0192,0.54,False,
2014-04-15,5392.0,63295,0.0785010263950966,Tue,4677.6,5313.5,1.0148,0.42,False,
2014-04-16,5501.0,58310,0.0862077071351334,Wed,4654.4,5255.0,1.0468,1.32,False,
2014-04-17,4882.0,51028,0.0873189053836522,Thu,4602.3,4839.0,1.0089,0.25,False,
2014-04-18,4370.0,46583,0.0857653131317096,Fri,4569.4,4472.2,0.9771,-0.64,False,
2014-04-19,3068.0,38744,0.0733760642877642,Sat,4591.3,3343.3,0.9177,-2.32,False,
2014-04-20,3549.0,44648,0.0736352885034338,Sun,4596.0,3892.1,0.9118,-2.49,False,
2014-04-21,5224.0,59568,0.0806272379306087,Mon,4615.0,5244.7,0.9961,-0.11,False,
2014-04-22,5545.0,60826,0.0835455244007171,Tue,4643.0,5274.2,1.0513,1.45,False,
2014-04-23,5534.0,61293,0.0828108399299684,Wed,4709.4,5317.0,1.0408,1.15,False,
2014-04-24,5015.0,53957,0.0850403581360645,Thu,4802.9,5049.9,0.9931,-0.2,False,
2014-04-25,4566.0,47750,0.0872773147794173,Fri,4857.3,4754.0,0.9605,-1.12,False,
2014-04-26,3533.0,42935,0.076030816906258,Sat,4870.6,3546.7,0.9962,-0.11,False,
2014-04-27,4203.0,52826,0.073699345946799,Sun,4822.3,4083.7,1.0292,0.82,False,
2014-04-28,5605.0,61150,0.0839637480338551,Mon,4828.6,5487.4,1.0214,0.6,False,
2014-04-29,5638.0,62130,0.0831956085468067,Tue,4885.0,5549.1,1.016,0.45,False,
2014-04-30,5196.0,55893,0.0850562294357413,Wed,4894.3,5525.8,0.9403,-1.68,False,
2014-05-01,5059.0,54295,0.0852343565724298,Thu,4894.0,5145.8,0.9831,-0.48,False,
2014-05-02,4961.0,50691,0.0891432473226478,Fri,4884.9,4780.9,1.0377,1.06,False,
2014-05-03,3598.0,42281,0.078423679679156,Sat,4911.1,3576.2,1.0061,0.17,False,
2014-05-04,4201.0,52105,0.0746101658793023,Sun,4941.6,4184.7,1.0039,0.11,False,
2014-05-05,5541.0,61207,0.0830137232576257,Mon,4969.0,5647.0,0.9812,-0.53,False,
2014-05-06,5822.0,62488,0.0852291026204069,Tue,4937.9,5609.2,1.0379,1.07,False,
2014-05-07,5409.0,59522,0.0833038148188076,Wed,4946.9,5585.1,0.9685,-0.89,False,
2014-05-08,5251.0,57819,0.0832566989059774,Thu,4918.4,5171.4,1.0154,0.43,False,
2014-05-09,4743.0,45739,0.0939542807337268,Fri,4970.9,4865.1,0.9749,-0.71,False,
2014-05-10,3661.0,42263,0.0797186656214615,Sat,4979.9,3626.2,1.0096,0.27,False,
2014-05-11,4002.0,48901,0.0756478838629189,Sun,5006.9,4240.0,0.9439,-1.58,False,
2014-05-12,5908.0,62682,0.0861350051027846,Mon,5051.0,5740.1,1.0292,0.82,False,
2014-05-13,5885.0,63023,0.0854037267080745,Tue,5102.9,5796.6,1.0153,0.43,False,
2014-05-14,5598.0,63506,0.0810083352627923,Wed,5059.9,5712.7,0.9799,-0.57,False,
2014-05-15,5560.0,59238,0.0858051174418963,Thu,5084.0,5345.5,1.0401,1.13,False,
2014-05-16,5106.0,51169,0.090733007552199,Fri,5076.9,4968.9,1.0276,0.78,False,
2014-05-17,3360.0,39675,0.0780759846636458,Sat,5050.0,3677.3,0.9137,-2.43,False,
2014-05-18,4171.0,50757,0.0759357704631517,Sun,5054.0,4280.0,0.9745,-0.72,False,
2014-05-19,5858.0,65319,0.0823018671761945,Mon,5016.0,5700.4,1.0277,0.78,False,
2014-05-20,5697.0,64029,0.0817055330866534,Tue,4999.1,5678.8,1.0032,0.09,False,
2014-05-21,5626.0,65918,0.0786369227328637,Wed,5008.3,5654.5,0.995,-0.14,False,
2014-05-22,5294.0,59608,0.0815691350035438,Thu,4913.7,5166.5,1.0247,0.7,False,
2014-05-23,4988.0,53632,0.0850904128283862,Fri,4800.9,4698.7,1.0616,1.74,False,
2014-05-24,3424.0,43377,0.073160829896797,Sat,4835.0,3520.7,0.9725,-0.78,False,
2014-05-25,3509.0,44773,0.0726771881860734,Sun,4894.0,4144.5,0.8467,-4.32,True,
2014-05-26,5068.0,59947,0.077951242021072,Mon,4927.6,5599.9,0.905,-2.68,False,Memorial Day
2014-05-27,5936.0,66860,0.0815429419198857,Tue,4969.4,5645.0,1.0515,1.45,False,
2014-05-28,6039.0,68081,0.0814759848893686,Wed,5032.3,5681.6,1.0629,1.77,False,
2014-05-29,5529.0,62012,0.0818613878977213,Thu,5169.6,5435.5,1.0172,0.49,False,
2014-05-30,5281.0,56563,0.085392277342992,Fri,5333.0,5219.5,1.0118,0.33,False,
2014-05-31,3864.0,47117,0.0757929424687628,Sat,5390.9,3925.5,0.9843,-0.44,False,
2014-06-01,4470.0,56424,0.0734062469208789,Sun,5416.1,4586.6,0.9746,-0.72,False,
2014-06-02,6212.0,68700,0.0829239641178983,Mon,5489.3,6238.2,0.9958,-0.12,False,
2014-06-03,6341.0,72626,0.0802993655577646,Tue,5485.6,6231.3,1.0176,0.5,False,
2014-06-04,6216.0,75726,0.0758585340850845,Wed,5495.3,6204.3,1.0019,0.05,False,
2014-06-05,6041.0,66624,0.0831349342874836,Thu,5535.0,5819.7,1.038,1.07,False,
2014-06-06,5255.0,59075,0.0816881703715218,Fri,5561.0,5442.7,0.9655,-0.97,False,
2014-06-07,3932.0,51578,0.070834083948838,Sat,5556.1,4045.9,0.9719,-0.79,False,
2014-06-08,4748.0,62129,0.0709960075960345,Sun,5555.4,4704.6,1.0092,0.26,False,
2014-06-09,6394.0,75114,0.0784462874809834,Mon,5512.9,6265.0,1.0206,0.58,False,
2014-06-10,6307.0,74776,0.077784492433679,Tue,5535.3,6287.8,1.0031,0.09,False,
2014-06-11,6211.0,74091,0.0773455206595103,Wed,5507.6,6218.2,0.9988,-0.03,False,
2014-06-12,5743.0,64765,0.0814517501560106,Thu,5453.1,5733.7,1.0016,0.05,False,
2014-06-13,5412.0,58746,0.0843542504442158,Fri,5431.1,5315.6,1.0181,0.51,False,
2014-06-14,3738.0,49087,0.0707619498343587,Sat,5391.0,3925.6,0.9522,-1.35,False,
2014-06-15,4367.0,57323,0.0707894310260982,Sun,5424.9,4594.0,0.9506,-1.39,False,
2014-06-16,6240.0,75580,0.0762649718895135,Mon,5441.7,6184.2,1.009,0.25,False,
2014-06-17,6026.0,75607,0.0738181862727083,Tue,5443.6,6183.6,0.9745,-0.72,False,
2014-06-18,6448.0,80222,0.0743971385715934,Wed,5487.7,6195.7,1.0407,1.15,False,
2014-06-19,5861.0,72412,0.0748789493184112,Thu,5561.9,5848.0,1.0022,0.06,False,
2014-06-20,5425.0,62974,0.0793140250588458,Fri,5581.1,5462.4,0.9932,-0.19,False,
2014-06-21,4047.0,53903,0.0698360655737704,Sat,5640.3,4107.1,0.9854,-0.41,False,
2014-06-22,4886.0,64490,0.0704278136531365,Sun,5617.1,4756.9,1.0271,0.77,False,
2014-06-23,6375.0,78846,0.0748055056852184,Mon,5588.4,6350.9,1.0038,0.11,False,
2014-06-24,6440.0,80296,0.0742482936727541,Tue,5578.0,6336.3,1.0164,0.46,False,
2014-06-25,6286.0,79000,0.0737049457120746,Wed,5585.9,6306.6,0.9967,-0.09,False,
2014-06-26,5660.0,68715,0.0761008403361344,Thu,5564.6,5850.8,0.9674,-0.92,False,
2014-06-27,5352.0,62352,0.0790499822757887,Fri,5521.4,5404.0,0.9904,-0.27,False,
2014-06-28,4102.0,53884,0.070741213396337,Sat,5408.4,3938.3,1.0416,1.17,False,
2014-06-29,4737.0,65581,0.0673653971955971,Sun,5474.1,4635.8,1.0218,0.62,False,
2014-06-30,6073.0,76044,0.073955453803719,Mon,5548.6,6305.6,0.9631,-1.04,False,
2014-07-01,5649.0,73892,0.0710199771187186,Tue,5484.3,6229.9,0.9068,-2.63,False,
2014-07-02,6746.0,85416,0.073197196241401,Wed,5499.7,6209.3,1.0864,2.44,False,
2014-07-03,6181.0,75037,0.0761038193503903,Thu,5537.3,5822.1,1.0616,1.74,False,
2014-07-04,4902.0,63164,0.0720183351453001,Fri,5711.7,5590.2,0.8769,-3.47,False,Independence Day
2014-07-05,4210.0,61314,0.0642512667114339,Sat,5907.3,4301.6,0.9787,-0.6,False,
2014-07-06,5000.0,74710,0.0627273867770668,Sun,5926.0,5018.4,0.9963,-0.1,False,
2014-07-07,7294.0,95456,0.0709878345498783,Mon,6012.9,6833.2,1.0674,1.9,False,
2014-07-08,7018.0,93232,0.070004987531172,Tue,6187.6,7028.8,0.9985,-0.04,False,
2014-07-09,6877.0,92811,0.0689852339298611,Wed,6231.0,7034.9,0.9775,-0.63,False,
2014-07-10,6789.0,87622,0.0719089936554003,Thu,6268.4,6590.9,1.0301,0.85,False,
2014-07-11,6125.0,73736,0.0766957588810558,Fri,6265.1,6131.9,0.9989,-0.03,False,
2014-07-12,4514.0,62795,0.067063839902539,Sat,6280.9,4573.6,0.987,-0.37,False,
